0	0.4	450.906
0.1	0.4	517.656
0.2	0.4	647.035
0.3	0.4	726.304
0.4	0.4	642.356
0.5	0.4	747.722
0.6	0.4	872.658
0.7	0.4	613.952
0.8	0.4	539.447
0.9	0.4	770.022
1	0.4	491.184
1.1	0.4	154.019
1.2	0.4	466.659
1.3	0.4	415.301
1.4	0.4	-126.525
1.5	0.4	134.342
1.6	0.4	488.982
1.7	0.4	-65.3149
1.8	0.4	-55.3516
1.9	0.4	673.603
2	0.4	357.905
2.1	0.4	-36.759
2.2	0.4	794.713
2.3	0.4	918.706
2.4	0.4	134.854
2.5	0.4	666.792
2.6	0.4	1283.71
2.7	0.4	354.435
2.8	0.4	252.974
2.9	0.4	1218.6
3	0.4	553.179
3.1	0.4	-262.894
3.2	0.4	730.731
3.3	0.4	724.542
3.4	0.4	-561.598
3.5	0.4	57.9466
3.6	0.4	874.953
3.7	0.4	-390.144
3.8	0.4	-478.503
3.9	0.4	955.701
4	0.4	251.306
